timestamp,node_id,Battery,IsFaulty,packet_loss_ratio,rssi
0,node_0,0.9782873879339887,0,0.11677673743638163,-54.243677631381956
1,node_0,1.0194469089316718,0,0.19031876699742156,-55.564043981440115
2,node_0,0.9504664151321385,0,0.1606700169371668,-68.5667236146974
3,node_0,0.9899217474228765,0,0.08263232683922332,-53.20101223916945
4,node_0,0.9891203608070787,0,0.10962940917724963,-58.388748464363154
5,node_0,0.9888129744876297,0,0.14824717262583814,-59.56069472124456
6,node_0,0.9782833226319522,0,0.052167649386205474,-75.531464454239
7,node_0,1.020016580895642,0,0.012416013720322416,-68.11477555706716
8,node_0,0.9908876125893881,0,0.06518596081767664,-68.77355852596571
9,node_0,0.9395282178907856,0,0.20697353827354026,-65.51288402687533
10,node_0,0.977409273139819,0,0.08974246044878068,-46.91044937443351
11,node_0,1.000172546476146,0,0.09655508890969709,-40.72028525470329
12,node_0,1.0418473053187545,0,0.15271396850574032,-59.428520526266084
13,node_0,1.0017582432061756,0,0.06802529379300902,-74.77637811657904
14,node_0,1.0278742445024587,0,0.09372219414486463,-56.255568406861805
15,node_0,0.9765387452951788,0,0.13201907683056632,-56.50015999765697
16,node_0,0.9765458257150562,0,0.12152764378377776,-85.44891591223009
17,node_0,1.0073972533558644,0,0.12323061840349443,-53.75520955694362
18,node_0,0.991909801612622,0,0.03421898834515795,-82.42737622763514
19,node_0,0.9858381587803118,0,0.06800183764228174,-55.5431036356059
20,node_0,0.9475379929991512,0,0.1840726014827979,-72.65474173584967
21,node_0,1.0102945418178542,1,0.05786525213686324,-69.98777048592241
22,node_0,1.0141047474944844,0,0.1341089354916901,-82.30257990765115
23,node_0,0.9747226203230616,0,0.05575439344780643,-73.07997309435314
24,node_0,1.0297422671917638,0,0.017256309975287022,-73.60354700466695
25,node_0,0.9907888246045965,0,0.17206459767276547,-62.429244514118366
26,node_0,0.9802997847613397,0,0.07676299968993379,-81.64291069213165
27,node_0,1.0071222891784348,0,0.06559748242933489,-62.310273343511994
28,node_0,1.0002452927094103,1,0.1975954960437409,-44.7304682898254
29,node_0,1.0374660785453864,0,0.04725805899486904,-63.62483156092197
30,node_0,0.9935229327938062,0,0.0808171309524131,-53.511118879834086
31,node_0,0.9523918051196807,0,0.13442217203081377,-47.18285903363996
32,node_0,0.9565810305981078,0,0.12257840534633846,-85.76785417552789
33,node_0,0.9768504944929718,0,0.19246169968253796,-61.781308483560515
34,node_0,1.0151738193604412,0,0.005163660760721412,-54.41339203425829
35,node_0,0.9770953521598169,0,0.04005897119344571,-51.179149578403965
36,node_0,0.9620535706244819,0,0.03366236313419857,-57.13584185359046
37,node_0,0.9594991377475861,0,0.15141251232280545,-68.38861478925368
38,node_0,1.0113773124726309,0,0.013567638896574264,-60.752672482203465
39,node_0,0.9734199977449965,0,0.07538727736602303,-43.886971043780555
40,node_0,0.9891254179040446,0,0.019092166776427656,-47.139292036928985
41,node_0,1.0103908890291229,0,0.17885706521330494,-83.46453123423977
42,node_0,0.9507622224785754,0,0.03922004318292838,-80.4224027061457
43,node_0,0.9409626268825222,0,0.11130872674659323,-50.19346325699427
44,node_0,0.9784063199646925,0,0.12291319583976627,-79.91115042808937
45,node_0,0.9736207225889468,0,0.0837109531630995,-56.84459541113754
46,node_0,0.9785845402818122,1,0.15538076894380953,-66.56850448525913
47,node_0,0.971012068529553,0,0.11722356459883529,-86.95115715345423
48,node_0,0.9840617192243873,0,0.14474829918726673,-57.100989441359566
49,node_0,1.0049385873794654,1,0.1569782841550785,-64.01478458168009
50,node_0,1.0029070585951392,0,0.09533313752248897,-80.88948728035739
51,node_0,0.9673212814751548,0,0.1789102148699673,-80.98159973891268
52,node_0,0.9775438465839797,0,0.19010331261257185,-44.30468814387855
53,node_0,0.9729006398590492,0,0.10086035301938845,-65.16017683527016
54,node_0,0.9676141302049849,0,0.028821689249576725,-78.41136341232956
55,node_0,0.9702829855789399,0,0.18791076190352038,-88.13602554022826
56,node_0,1.0160140419843426,1,0.09217767609320907,-40.4234328490372
57,node_0,0.9852659386044418,0,0.023827850146439712,-67.05190253553316
58,node_0,0.9690959492148398,0,0.16904048147816048,-79.89662567090477
59,node_0,0.9760736703345411,0,0.15029815393049867,-69.7132740259582
60,node_0,0.9879211662681989,1,0.05700481307776727,-65.01723332098086
61,node_0,0.9768923917260836,0,0.20553893470113327,-78.40795627283772
62,node_0,0.9438866262867504,0,0.06332996923482205,-75.53062696197226
63,node_0,0.9574612624860785,0,0.06900857754475813,-72.3115493263104
64,node_0,0.9432529357462429,0,0.07565461300156301,-58.96494590245118
65,node_0,0.969981117928933,1,0.18652435671487505,-89.49425729954197
66,node_0,0.9734515347599441,1,0.1501642782911188,-41.713177626894115
67,node_0,0.9578166695949683,0,0.15468732938564925,-42.49634615296698
68,node_0,0.9866495943150675,0,0.18995785228624912,-82.69462124474414
69,node_0,0.9616131454654473,0,0.17805929581700836,-48.081126635522324
70,node_0,0.9699993987891106,1,0.15323705357338818,-89.9131303058137
71,node_0,0.9450138430075816,0,0.061595529187730244,-46.79363487626295
72,node_0,0.9766097606097983,0,0.05210974387825249,-61.62656399467895
73,node_0,0.9204501311117539,0,0.08351403932993973,-69.86415573988116
74,node_0,0.9778537244232324,0,0.19629435699665854,-62.41972506751033
75,node_0,0.960888335559141,0,0.01243994152550737,-66.34666445066048
76,node_0,0.9595710264919195,0,0.1835593036266729,-89.07373395708284
77,node_0,0.9498292656658469,0,0.15123182009923722,-45.290407640130645
78,node_0,0.9853797172426485,0,0.07429933043271741,-70.6524913111589
79,node_0,0.9689035919397673,0,0.08318715730379937,-78.19997375598896
80,node_0,0.9852925057393601,0,0.04563527402090578,-73.33009849276667
81,node_0,0.9310957400210298,0,0.1971264982330143,-49.57385186360343
82,node_0,0.9286378404947268,0,0.08161931949182194,-83.45043489653004
83,node_0,0.9492762517372656,0,0.13580356382020498,-72.297864994805
84,node_0,0.9314184234165568,0,0.06367556243016492,-76.78463607863263
85,node_0,0.9630606742404575,0,0.12302937685680512,-73.62757261424446
86,node_0,0.9945160109342727,0,0.117787839398609,-78.42052094601323
87,node_0,0.9648138907978487,0,0.16610963627158687,-80.3317953438888
88,node_0,0.9531197330503941,0,0.061559724082534954,-73.83978918361224
89,node_0,0.981832111917271,0,0.1370133810547797,-51.537787355750204
90,node_0,0.9349006569323579,0,0.18132257746264965,-56.89923708520783
91,node_0,0.9673043736083969,1,0.027290236448045478,-72.98722025323806
92,node_0,0.953727922286493,0,0.08596636720479409,-79.93008939943192
93,node_0,0.9672240137210583,0,0.05343988379357744,-48.04013449764304
94,node_0,0.9178919631089838,0,0.08750268179314422,-45.335347266743256
95,node_0,0.9455278497052299,1,0.15776465714196627,-66.35026955121639
96,node_0,0.94162592296922,1,0.0840629465216222,-43.227763774936136
97,node_0,0.9502520290283539,0,0.0886993596276792,-59.89862775697118
98,node_0,0.9407931425238776,0,0.19043272755092308,-65.12198220725004
99,node_0,0.9415445714929551,0,0.20758695356594362,-49.78624980171745
100,node_0,0.9493262153691812,0,0.09633277507949127,-77.63933255927962
101,node_0,0.9530950313154263,0,0.06679355982893852,-76.89505701135847
102,node_0,0.9245452608050242,0,0.043212398834724254,-59.49412073500968
103,node_0,0.9406337829643768,0,0.10251347490600556,-71.99407302414225
104,node_0,0.9399717114308597,1,0.20162788976256346,-47.37626900701113
105,node_0,0.9609698255619665,0,0.11640656199641372,-84.93589188116448
106,node_0,0.9818808217402166,0,0.05446187179022746,-89.52320021805477
107,node_0,0.9271451120860105,1,0.16373360485483127,-44.50095463946599
108,node_0,0.9009693002802426,0,0.20149257743221538,-58.38261330755049
109,node_0,0.9337205890705864,0,0.1747998641829388,-83.93211924247063
110,node_0,0.9525384022887525,0,0.15519418882448036,-72.99868960751465
111,node_0,0.9221260879770885,0,0.22314585480143298,-88.74793289230614
112,node_0,0.9370781993227361,0,0.06489453170283736,-86.13762465315445
113,node_0,0.9456880631288253,0,0.16281382451993812,-56.63835362276956
114,node_0,0.9410263060638097,0,0.0751127661259564,-50.064064125843366
115,node_0,0.9382003391007222,0,0.1409757706079017,-41.2072494276201
116,node_0,0.9386314713673904,1,0.21453002700218066,-46.47803605145722
117,node_0,0.9463805387628099,0,0.09918654853868371,-53.30542150453535
118,node_0,0.931180554348683,0,0.04616827853899926,-45.994926062831226
119,node_0,0.9143166937139484,0,0.11092412296033037,-75.5745136582046
120,node_0,0.9407188100500783,0,0.189314714441183,-44.473694169922375
121,node_0,0.9565020576704888,0,0.0810115535077223,-60.68128560591437
122,node_0,0.9535707080167027,0,0.10948439727003124,-59.604988492169575
123,node_0,0.9365248038826658,0,0.21753824602022157,-85.69218773322402
124,node_0,0.9242290293507288,0,0.07957513810109244,-51.7954450635187
125,node_0,0.9158046245749384,0,0.03204933985316248,-41.71082449489118
126,node_0,0.9252676809829558,0,0.09809356984416007,-83.96365833391684
127,node_0,0.9395858010110374,0,0.16354024979735485,-57.04781176638354
128,node_0,0.9392291272681527,0,0.16159193464596158,-72.61434128026512
129,node_0,0.9027120606491845,0,0.15477075158436462,-89.05629904258122
130,node_0,0.9572680335607177,0,0.04798524302292372,-64.90850114701362
131,node_0,0.9373598005633432,0,0.040813099120077134,-49.771448057354654
132,node_0,0.9365877104755296,0,0.06874844035961228,-58.26249724480809
133,node_0,0.9082491251443237,1,0.17953442380543191,-64.57047681183822
134,node_0,0.9341737487689983,1,0.04846806914572892,-50.87803308026865
135,node_0,0.9537884537682182,0,0.10223931816270627,-74.54037639344314
136,node_0,0.9516606679251848,0,0.18618732887717657,-47.86091608204877
137,node_0,0.9280680798948657,0,0.1611680232721591,-50.449472431333035
138,node_0,0.9444729786762751,0,0.15980818868208405,-88.50988056142236
139,node_0,0.960349107743031,0,0.17042553982238562,-78.2483995970695
140,node_0,0.8812307887190994,0,0.059998668937752464,-64.90211504930161
141,node_0,0.9033564362339143,0,0.16167162058535386,-63.49578269853828
142,node_0,0.9502442893784557,0,0.19026764948722555,-67.09457373685264
143,node_0,0.9491075866230405,0,0.10670406955234105,-79.36161230038195
144,node_0,0.9115001589230567,0,0.0649559810658765,-67.11160903621361
145,node_0,0.922363092779511,0,0.029624858295764153,-83.18987156939428
146,node_0,0.9332316300676576,0,0.05243067914209484,-41.61179503544953
147,node_0,0.9236589854574163,0,0.13089772094929467,-44.17826599735154
148,node_0,0.9206910875020846,0,0.15326970286404332,-74.44467983383092
149,node_0,0.9440916893988542,0,0.11013446867273946,-77.3950312906785
150,node_0,0.9333224762895526,0,0.1569815502084522,-73.85528049872178
